My underwear is dirty.	我的內衣髒了
We can't stay in here very long.	我們不能在這裡待很長時間。
I went to the park last Saturday.	上個星期六我去了公園。
I want to have my own room.	我想要有我自己的房间。
You're still too young to get a driver's license.	你還太年輕無法取得駕駛執照。
I feel fine.	我感觉很好。
He got wet from the waist to the knees.	他從腰部到膝蓋都濕了。
Tom doubled his investment in a year.	汤姆一年内增加了一倍的投资。
I was aware of that fact.	我知道事实。
After dinner, I did my homework.	吃完晚飯後，我做作業。
How are you feeling?	你感觉如何？
I know that you still want to be with me.	我知道你还是想跟着我。
This is how I made it.	这就是我的办法。
The dog growled at the strange man.	狗對著這個陌生男子咆哮。
I'm sorry, could you say that again?	抱歉，你能再说一遍吗？
I thought we were going to do this together.	我認為我們要一起做。
Even Tom doesn't do that anymore.	甚至湯姆都不再做了。
I'll wait for you in front of the school.	我在學校前面等你。
She did not turn up.	她沒有出現。
She got wet to the skin.	她渾身濕透了。
She was ashamed of her children's behavior.	她为自己孩子的行为感到羞耻。
You don't have to talk so loud.	你不必這麼大聲說話。
Tom owes Mary thirty dollars.	Tom欠Mary三十元。
Do you have anything to remove stains?	你有除锈的东西吗？
I'll eat it here.	我會在這裡把它吃了。
Customs include food, celebrations and dancing.	风俗习惯包括食物，庆祝和舞蹈。
My uncle gave me the watch.	我叔叔給了我這支錶。
Will you please show me the way?	請您給我指一指路好嗎？
They all looked for the lost child.	他們都在尋找這個走失的孩子。
It becomes warmer day after day.	天日渐回暖。
Do you believe there are ghosts?	你相信有鬼魂吗？
The largest bedroom faces south.	最大的卧室朝南。
This lake is deepest at this point.	这里是湖最深的地方。
Visiting a foreign country must be expensive.	到外國一定很貴。
We have a little time left.	我們還有一點時间。
You're not a doctor.	您不是医生。
I need a friend.	我需要个朋友。
I must repay the debt.	我必须偿还债务。
It's a dead end.	这是个死胡同。
It seems that he's happy.	看來，他很快樂。
I heard the telephone ringing.	我听到电话响了。
I arrived at the station on time.	我準時到達了車站。
I got injured in the traffic accident.	我在這場交通意外中受了傷。
The contract was signed.	契約簽訂了。
You are a student.	您是學生。
I've been going out with her for months.	我和她交往幾個月了。
She put on her hat.	她戴上了她的帽子。
This city is cold and lonely without you.	没有你，这座城市寒冷又孤寂。
I'm clearly missing something here.	我确实在这里丢了东西。
Let's divide this money between you and me.	这钱你和我分了吧。
She employed him as a programmer.	她僱用他作程式設計師。
These fireworks are spectacular!	这些焰火真壮观！
In the morning, I write in the park.	我每天早上在公園寫作。
He gave me food and money as well.	他给了我食物和钱。
You should have introduced yourself to the girl.	你應該向那個女孩自我介紹的。
Where does she want to go?	她想去哪裡?
I know how to set a trap.	我知道怎么设陷阱。
When are you coming home?	你什麼時候回家？
She is qualified as a nurse.	她是个合格的护士。
Our school library is small, but new.	我们学校的图书馆很小，但是是新的。
The tree had been blown down by the typhoon of the day before.	昨天的台风把树刮倒了。
Tom told Mary that it would probably snow all day.	汤姆告诉玛丽雪可能会下一整天。
At the time there were no native English speakers teaching in any public school.	當時沒有任何以英語為母語的人在公立學校任教。
That's too bad.	多遗憾啊！
It snowed for ten consecutive days.	雪持续下了十天。
My mom doesn't speak English very well.	我妈妈英语说得不太好。
You'd better do as the doctor advised you.	你最好照着医生的建议做。
I need to go to work.	我得去工作了。
Is this your first visit to Japan?	這是你第一次到日本嗎？
How many pictures did you buy?	你買了多少張圖畫?
I can't face this life alone.	我无法独自面对这种生活。
How did you get to know Mary?	你怎麼認識瑪麗的？
Can't we work this out?	我们做不成吗？
Tom is my grandfather.	Tom是我爺爺。
I wonder if Tom likes me.	我不知道湯姆是否喜歡我。
The child will be six.	那孩子要六歲了。
Between you and me, I'm going to quit my present job soon.	我只跟你说，我很快就要辞掉我现在的工作了。
I envied his new house.	我羨慕他的新房子。
He likes listening to the radio.	他喜歡聽廣播。
Are you students at this school?	你是這所學校的學生嗎？
He wears glasses.	他戴眼鏡。
Tom is awfully sick.	湯姆非常虚弱。
His decision to retire surprised all of us.	他要退休的決定讓我們都感到吃驚。
All of the students were present.	所有學生都出席了。
In addition to English, he can speak French.	除了英语，他还会说法语。
This is not okay.	這個不行。
I don't know her.	我不認識她。
He ate the whole apple.	他把整个苹果都吃了。
He does not have any friends.	他一个朋友都没有。
Can I eat this?	我可以吃这个吗?
Where are you going?	你去哪儿？
I have no energy today.	今天我沒有精神。
People should understand that the world is changing.	人应该明白世界在变。
It's better to chill white wine before you serve it.	在你侍酒前最好先將白葡萄酒冷卻一下。
I am willing to take your offer.	我願意接受你的報價。
I walked up the hill.	我走上山了。
Everybody jumped into the pool.	每個人都跳進了游泳池。
I was the second to last person to hear the bad news.	我是倒数第二个得知这个坏消息的。
The teacher gave us homework.	老师给我们布置了家庭作业。
You'd better go to bed at once.	你最好立马去睡觉。
I'm playing baseball.	我在打棒球。
What did you major in at college?	你大學時主修什麼？
Help us.	帮帮我们吧！
She asked me if anything was the matter.	她问我是不是发生了什么事。
Tom sat at his desk working.	湯姆在他的桌邊工作。
We'll meet again.	后会有期。
It was before dawn that they got the fire under control.	他们在黎明前控制住了火势。
"Will you be at my party tomorrow night?" "I'll try to be there."	“你明天会来我的聚会吗？”“我尽量来。”
I couldn't stand looking at it.	我不能忍受就這樣看著它。
He should have been more careful.	他本應該更小心的。
My daughter loves jumping rope.	我女兒喜歡跳繩。
I'm very happy.	我很快乐。
I've just been to my uncle's house.	我剛剛去了我叔叔家。
You can rely upon his being punctual.	你可以放心，他會準時的。
I think you should eat a ham sandwich.	我认为你该吃火腿三明治。
Skating is one of my hobbies.	溜冰是我的嗜好之一。
The stripes were horizontal.	條紋是水平的。
He excused himself for being late.	他為自己的遲到辯解。
Were you at home yesterday?	昨天你不在家嗎？
Is that your car?	那是你的車嗎?
My father has a restaurant.	我父亲有家餐馆。
I'm still waiting for Tom to get here.	我还在等湯姆來這裡。
That's right.	对！
What do you usually do on Sundays?	你週日通常做什麼?
He wants more.	他想要更多。
I have lost my wallet.	我掉了我的钱包。
If you can't come, you should let me know ahead of time.	如果你不能來，你該讓我提前知道。
Those were difficult times.	那是困难时期。
You are blushing.	你脸红了。
What movies are playing this week?	这周放什么电影？
Soccer is more popular than tennis.	足球比網球更受歡迎。
Did you go anywhere for the summer?	你夏天去了任何地方嗎？
Does your father get home early?	你爸爸很早回家嗎？
He's a successful businessman.	他是个成功的商人。
Don't ask me anything.	什麼都別問我。
English is not difficult to learn.	英語並不難學。
Tom isn't complaining.	湯姆沒有抱怨。
The accident happened near his home.	事故發生在他家附近。
There is a post office close by.	附近有一間郵局。
Tom mostly kept to himself.	汤姆大多一个人独处。
She'll almost certainly pass the test.	她幾乎確定會通過測驗。
I've eaten one apple.	我吃了一個蘋果。
Are you free on Friday afternoon?	你星期五下午有空嗎？
All my homework is done.	我做完了所有的回家作業。
I had a good time last evening.	昨天晚上我玩得很開心。
